O*NET-SOC Code,Title,Deductive Reasoning,Finger Dexterity,Fluency of Ideas,Inductive Reasoning,Manual Dexterity,Mathematical Reasoning,Near Vision,Number Facility,Oral Comprehension,Oral Expression,Originality,Problem Sensitivity,Endurance,Visualization,Written Comprehension,Written Expression,Artistic,Conventional,Enterprising,Investigative,Realistic,Social,Achievement/Effort,Adaptability/Flexibility,Analytical Thinking,Concern for Others,Cooperation,Dependability,Initiative,Innovation,Integrity,Leadership,Persistence,Self-Control,Social Orientation,Stress Tolerance,Independence,Career Number,Relevant O*NET-SOC Code,Career Name,Group Name,Prestige,Salary,Geographic Flexibility,Career Flexibility,Job Security,Physical Ease,Job Growth Prospects,Emotional Ease,Career Stability,Work-Life Balance,Status Quo with Growth,Aspirational Career 1,Aspirational Career 2,Aspirational Career 3,Aspirational Career 4,Summary Description
11-9161.00,Emergency Management Directors,0.7896854425749816,0.2016129032258063,0.8736377025036819,0.671738426675299,0.2550821498189919,0.4817391304347826,0.5533165407220825,0.5416149068322982,0.7245283018867922,0.7511856986501276,0.8191714544904749,0.6636451926189703,0.1693526358918328,0.65422965583789,0.7138211382113819,0.7870759289176089,0.1299999999999999,0.5617977528089888,0.6649999999999999,0.5933333333333334,0.4333333333333333,0.5,0.6160337552742614,0.7962962962962965,0.6749226006191952,0.7200000000000001,0.730593607305936,0.6910112359550564,0.7610619469026547,0.6537102473498234,0.8518518518518514,0.8666666666666668,0.6708860759493671,0.7250000000000001,0.6516129032258065,0.8755020080321283,0.4326923076923077,106,11-9161.00,Sustainability Consultant,Education & Social Impact,76,66,60,70,72,86,70,62,74,66,Senior Sustainability Consultant,Chief Sustainability Officer,Sustainability Firm Founder,Green Policy Advisor,Corporate ESG Director,Green up the world—make Earth smile again!
11-9199.01,Regulatory Affairs Managers,0.7008046817849306,0.2069892473118279,0.6774668630338734,0.5791518290708966,0.0,0.391304347826087,0.6078925272879935,0.4770186335403727,0.6362264150943394,0.665815395840934,0.593286967039613,0.5636128196827451,0.0,0.2457381794789322,0.7665040650406505,0.7870759289176089,0.0416666666666666,0.8220973782771535,0.9016666666666668,0.3066666666666666,0.125,0.2733333333333333,0.5780590717299576,0.6898148148148149,0.7678018575851394,0.3236363636363636,0.639269406392694,0.696629213483146,0.6814159292035395,0.4593639575971732,0.9351851851851852,0.7936507936507938,0.6413502109704643,0.5800000000000001,0.4451612903225805,0.7630522088353413,0.3653846153846152,11,11-9199.01,Startup Incubator Manager,Business Management & Strategy,78,72,60,80,52,88,76,60,58,46,Senior Incubator Manager,Venture Capital Partner,Startup Ecosystem Director,Tech Entrepreneur,Innovation Hub CEO,Nurture the next big idea—help startups soar and be a startup superstar!
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.6543525969275786,0.1973118279569892,0.6668630338733432,0.5370670119779861,0.0696184906711222,0.4095652173913043,0.5344248530646517,0.4077018633540373,0.6362264150943394,0.7238234221087193,0.6186876322951316,0.5393331175137585,0.0,0.2457381794789322,0.7021138211382114,0.6768982229402262,0.42,0.4194756554307116,0.8916666666666665,0.1083333333333332,0.0,0.5016666666666666,0.6371308016877635,0.5601851851851853,0.5077399380804956,0.5309090909090909,0.6438356164383561,0.6292134831460672,0.7831858407079644,0.6254416961130743,0.7083333333333333,0.5777777777777778,0.8565400843881856,0.4249999999999998,0.6741935483870967,0.4859437751004014,0.48076923076923084,97,13-1011.00,Talent Agent,Creative & Media Arts,72,68,66,66,52,84,70,58,58,54,Senior Talent Agent,Talent Agency CEO,Entertainment Producer,Sports Management Head,Celebrity Brand Consultant,Spot star power—launch celebs to the top!
13-1041.00,Compliance Officers,0.5618141916605707,0.4209677419354839,0.5817378497790868,0.5791518290708966,0.404344193817878,0.3652173913043478,0.6242653232577667,0.5093167701863355,0.6226415094339622,0.665815395840934,0.5334139703658907,0.4405956620265457,0.3346080305927342,0.3940173689289161,0.7021138211382114,0.6768982229402262,0.0,0.8726591760299627,0.51,0.3416666666666667,0.2633333333333333,0.3249999999999999,0.611814345991561,0.5648148148148151,0.7616099071207433,0.650909090909091,0.6210045662100456,0.6348314606741572,0.6725663716814159,0.5159010600706714,0.7499999999999998,0.5873015873015873,0.5232067510548524,0.5899999999999999,0.6290322580645162,0.5823293172690762,0.783653846153846,9,13-1041.00,Compliance Officer,Business Management & Strategy,74,68,54,66,70,92,66,72,76,62,Senior Compliance Officer,Chief Compliance Officer (CCO),Legal Consultant,Regulatory Affairs Director,Risk Management VP,Keep companies on the right track—be the rule-keeper with a sharp eye!
13-1051.00,Cost Estimators,0.680687637161668,0.1344086021505375,0.625920471281296,0.6863062479766915,0.0334168755221387,0.7252173913043478,0.6242653232577667,0.8176397515527951,0.6362264150943394,0.6789492885808098,0.5334139703658907,0.3311751375849786,0.0,0.5789642972016726,0.6865040650406504,0.7063004846526656,0.0083333333333333,0.8951310861423221,0.6183333333333334,0.375,0.35,0.1099999999999999,0.5400843881856539,0.4305555555555558,0.8018575851393192,0.1563636363636363,0.5022831050228311,0.5393258426966292,0.4999999999999998,0.4770318021201415,0.7268518518518519,0.4603174603174603,0.5358649789029537,0.27,0.3774193548387096,0.5261044176706826,0.40865384615384603,10,13-1051.00,Cost Estimator,Business Management & Strategy,66,62,48,64,60,84,62,66,68,60,Senior Cost Estimator,Construction Project Director,Financial Controller,Real Estate Developer,Cost Management Consultant,Crunch numbers to build skyscrapers—your math makes mega-projects happen!
13-1081.00,Logisticians,0.7995610826627652,0.3397849462365592,0.7263622974963182,0.6474587245063126,0.0,0.5247826086956522,0.586062132661629,0.6295652173913044,0.6656603773584905,0.6789492885808098,0.7444814030843665,0.6024603431531238,0.0,0.6175619170151174,0.7021138211382114,0.6652665589660743,0.0083333333333333,0.7340823970037453,0.6833333333333331,0.4716666666666667,0.2316666666666666,0.225,0.6202531645569618,0.6250000000000002,0.7678018575851394,0.5309090909090909,0.6940639269406392,0.8146067415730336,0.7699115044247786,0.6148409893992933,0.8657407407407407,0.761904761904762,0.628691983122363,0.605,0.5709677419354837,0.7028112449799195,0.5048076923076923,12,13-1081.00,Supply Chain Analyst,Sales & Marketing,70,66,56,68,62,90,70,64,70,54,Senior Supply Chain Analyst,Supply Chain Director,Logistics Startup Founder,Operations VP,Procurement Executive,Keep goods flowing smoothly—solve logistics puzzles like a supply chain wizard!
13-1081.01,Logistics Engineers,0.758961228968544,0.3623655913978495,0.8515463917525774,0.6591129815474261,0.136730715678084,0.6715217391304349,0.6393786733837113,0.7674534161490685,0.6656603773584905,0.6789492885808098,0.702449349863925,0.6150857882809967,0.0,0.6387906079125121,0.7834146341463415,0.762843295638126,0.01,0.7621722846441947,0.4316666666666666,0.7433333333333333,0.5,0.035,0.5949367088607593,0.6064814814814816,0.8761609907120743,0.2909090909090909,0.54337899543379,0.584269662921348,0.6238938053097343,0.6431095406360426,0.7916666666666663,0.5492063492063491,0.5696202531645571,0.47,0.3258064516129032,0.5983935742971886,0.46153846153846145,30,13-1081.01,Logistician,Finance & Investment,68,64,54,66,60,88,68,64,66,56,Senior Logistician,Logistics Director,Supply Chain Consultant,Transportation CEO,Freight Operations VP,Move stuff across the world—master the art of getting things there!
13-1111.00,Management Analysts,0.758961228968544,0.1666666666666666,0.8247422680412371,0.6591129815474261,0.0,0.5078260869565218,0.5155331654072209,0.5595031055900622,0.6826415094339621,0.778547975191536,0.6797701844572119,0.6179993525412754,0.0,0.3441621100032165,0.7411382113821139,0.7870759289176089,0.0966666666666667,0.8370786516853934,0.6266666666666666,0.7433333333333333,0.0966666666666667,0.295,0.6962025316455693,0.8472222222222221,0.8823529411764707,0.6,0.8493150684931505,0.893258426966292,0.8672566371681412,0.7491166077738517,0.8657407407407407,0.8444444444444447,0.7510548523206753,0.7850000000000001,0.7129032258064516,0.8112449799196788,0.5817307692307692,1,13-1111.00,Management Analyst,Business Management & Strategy,76,70,60,84,56,90,78,64,70,50,Senior Management Analyst,Chief Operating Officer (COO),Management Consulting Partner,Strategy Director,Entrepreneur (Business Solutions Firm),Unravel business puzzles and boost efficiency—be the brain behind top companies’ success!
13-1121.00,"Meeting, Convention, and Event Planners",0.6876371616678859,0.4209677419354839,0.8026509572901326,0.5011330527678859,0.4107490949596212,0.5,0.5533165407220825,0.5416149068322982,0.6509433962264147,0.6931776723823418,0.7462957363169036,0.5636128196827451,0.3346080305927342,0.5789642972016726,0.7265040650406502,0.7744749596122779,0.2399999999999999,0.6760299625468165,1.0,0.0716666666666666,0.0,0.5866666666666667,0.6455696202531642,0.9351851851851852,0.6315789473684211,0.7236363636363637,0.8767123287671237,0.9269662921348316,0.747787610619469,0.7738515901060073,0.7453703703703705,0.6952380952380953,0.6919831223628694,0.8599999999999999,0.864516129032258,0.93574297188755,0.6105769230769229,8,13-1121.00,Event Planner,Business Management & Strategy,60,56,44,60,50,80,60,58,56,56,Senior Event Planner,Event Management Firm CEO,Corporate Events Director,Hospitality Entrepreneur,Marketing Campaign Director,Plan epic parties and grand launches—bring ideas to life with flair and fun!
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.6543525969275786,0.2865591397849462,0.6038291605301915,0.4826804791194561,0.1158451684767474,0.5326086956521738,0.4445843828715367,0.5788819875776398,0.6045283018867925,0.6789492885808098,0.5814938010281223,0.4532211071544189,0.0,0.3055644901897716,0.6991869918699187,0.5932148626817447,0.0466666666666666,0.8052434456928839,0.6849999999999999,0.4166666666666667,0.0716666666666666,0.3783333333333334,0.7088607594936707,0.7592592592592593,0.8823529411764707,0.5454545454545455,0.6757990867579908,0.7415730337078652,0.747787610619469,0.6466431095406361,0.902777777777778,0.653968253968254,0.6455696202531647,0.6699999999999999,0.5161290322580645,0.6184738955823292,0.6057692307692306,3,13-1141.00,Business Analyst,Business Management & Strategy,72,68,64,80,58,92,74,66,68,52,Senior Business Analyst,Chief Information Officer (CIO),Strategy Consultant,Business Intelligence Director,Startup COO,Dive into data and decode trends—turn numbers into winning strategies for businesses!
13-1161.00,Market Research Analysts and Marketing Specialists,0.773226042428676,0.3067204301075269,0.8762886597938144,0.6989316931045644,0.0334168755221387,0.6152173913043478,0.586062132661629,0.6481987577639753,0.6792452830188681,0.7205399489237506,0.673722407015422,0.4930398187115571,0.0,0.4027018333869411,0.7508943089430895,0.8113085621970922,0.2599999999999999,0.5543071161048689,0.7533333333333333,0.6000000000000001,0.0116666666666666,0.2466666666666666,0.6202531645569618,0.7268518518518519,0.9876160990712076,0.3527272727272729,0.5616438356164384,0.803370786516854,0.7566371681415927,0.6890459363957598,0.8101851851851849,0.5396825396825399,0.649789029535865,0.24,0.3677419354838709,0.5662650602409638,0.6249999999999998,20,13-1161.00,Market Research Analyst,Sales & Marketing,72,66,60,78,60,90,70,66,68,54,Senior Market Research Analyst,Chief Insights Officer,Market Research Firm CEO,Consumer Behavior Consultant,Strategy Planning Director,Sniff out what people want—turn insights into gold for businesses!
13-1199.06,Online Merchants,0.531089978054133,0.4411290322580646,0.6153166421207659,0.4172871479443185,0.1158451684767474,0.5247826086956522,0.4676742233417296,0.5900621118012424,0.4452830188679243,0.5107624954396207,0.4950105836105232,0.3803820006474586,0.0,0.4065615953682857,0.608130081300813,0.612924071082391,0.0966666666666667,0.8595505617977528,0.81,0.0833333333333332,0.2233333333333333,0.2283333333333333,0.5400843881856539,0.6018518518518521,0.6656346749226006,0.4654545454545454,0.4977168949771688,0.6516853932584268,0.7389380530973448,0.6855123674911662,0.5925925925925926,0.596825396825397,0.6708860759493671,0.365,0.4870967741935483,0.4578313253012047,0.596153846153846,5,13-1199.06,Business Development Associate,Business Management & Strategy,70,66,60,76,54,88,70,62,60,48,Senior Business Development Manager,VP of Sales,Entrepreneur (Sales Firm),Strategic Partnerships Director,Chief Revenue Officer (CRO),Seal deals and grow companies—your charm and hustle open doors to big opportunities!
13-2011.00,Accountants and Auditors,0.7567666422823701,0.2798387096774194,0.6215022091310751,0.6170281644545159,0.0529100529100528,0.7121739130434783,0.6721242653232581,0.82360248447205,0.5860377358490566,0.6844217438890917,0.576050801330511,0.5577856911621882,0.0,0.350273399807012,0.7128455284552846,0.735702746365105,0.015,1.0,0.4766666666666667,0.4283333333333333,0.0233333333333333,0.1883333333333333,0.5864978902953584,0.5231481481481481,0.8266253869969044,0.3672727272727271,0.6210045662100456,0.8146067415730336,0.6371681415929202,0.4204946996466431,0.9490740740740736,0.5333333333333333,0.6371308016877637,0.4949999999999999,0.5451612903225806,0.6586345381526102,0.44711538461538436,22,13-2011.00,Chartered Accountant (CA),Finance & Investment,96,80,60,76,80,96,80,70,84,64,Senior Chartered Accountant,Chief Financial Officer (CFO),Accounting Firm Partner,Financial Consultant,Tax Policy Advisor,Master money and taxes—be the financial hero every company trusts!
13-2052.00,Personal Financial Advisors,0.7688368690563275,0.2620967741935484,0.6553755522827689,0.6202654580770475,0.0,0.6630434782608696,0.6775818639798491,0.80472049689441,0.6226415094339622,0.7205399489237506,0.5588146356214092,0.5046940757526707,0.0,0.2061756191701513,0.7138211382113819,0.762843295638126,0.1233333333333333,0.7340823970037453,0.8133333333333332,0.3616666666666667,0.0,0.5333333333333333,0.7299578059071727,0.5277777777777779,0.7832817337461301,0.7454545454545455,0.6210045662100456,0.8314606741573036,0.6592920353982299,0.3780918727915195,0.9999999999999998,0.6222222222222223,0.628691983122363,0.5899999999999999,0.5354838709677419,0.6024096385542168,0.4182692307692306,25,13-2052.00,Financial Planner,Finance & Investment,76,72,64,74,64,90,72,68,70,56,Senior Financial Planner,Wealth Management Director,Financial Advisory Firm Founder,Investment Strategist,Personal Finance Author,Plan wealthy futures—help people grow rich with your money magic!
13-2061.00,Financial Examiners,0.8302852962692026,0.2524193548387097,0.6153166421207659,0.723211395273551,0.0334168755221387,0.6334782608695653,0.7279596977329975,0.6668322981366459,0.6928301886792453,0.7927763589930682,0.5697006350166316,0.6150857882809967,0.0,0.3544548086201352,0.8321951219512196,0.7744749596122779,0.0,0.842696629213483,0.6183333333333334,0.4233333333333333,0.0,0.2833333333333333,0.5443037974683542,0.5416666666666667,0.907120743034056,0.2872727272727272,0.7214611872146119,0.6573033707865168,0.5265486725663715,0.2685512367491167,0.8518518518518514,0.6634920634920637,0.4852320675105486,0.6099999999999999,0.5483870967741935,0.5140562248995983,0.23076923076923084,26,13-2061.00,Risk Analyst,Finance & Investment,74,70,60,76,66,92,74,66,74,54,Senior Risk Analyst,Chief Risk Officer (CRO),Risk Management Consultant,Insurance Executive,Financial Regulator,Spot dangers and save fortunes—be the guardian of financial safety!
13-2071.00,Credit Counselors,0.6400877834674471,0.3091397849462366,0.6612665684830634,0.5665263839430235,0.149262043998886,0.5260869565217392,0.3979848866498742,0.6012422360248448,0.6226415094339622,0.696461145567311,0.5442999697611128,0.5224991906765942,0.0,0.2843357992923771,0.6747967479674797,0.7063004846526656,0.1333333333333333,0.7116104868913857,0.6216666666666667,0.27,0.0,0.6416666666666667,0.7383966244725737,0.7916666666666672,0.7894736842105264,0.8836363636363634,0.762557077625571,0.8651685393258424,0.6902654867256637,0.5653710247349825,0.9814814814814812,0.5904761904761907,0.5611814345991561,0.8449999999999998,0.6290322580645162,0.779116465863454,0.6057692307692306,27,13-2071.00,Credit Analyst,Finance & Investment,72,68,58,72,64,90,70,68,72,56,Senior Credit Analyst,Credit Risk Director,Banking Executive,Financial Risk Consultant,Loan Portfolio Manager,Check loans and crunch risks—keep banks booming with your sharp skills!
13-2082.00,Tax Preparers,0.6068032187271396,0.3397849462365592,0.5569955817378498,0.4341210747814827,0.2550821498189919,0.5628260869565218,0.7279596977329975,0.6611180124223603,0.5909433962264151,0.5381247719810288,0.4832174175990325,0.294269990288119,0.0,0.236088774525571,0.6747967479674797,0.4911147011308562,0.0,0.9288389513108616,0.4216666666666667,0.2266666666666666,0.1616666666666666,0.2366666666666666,0.6160337552742614,0.5648148148148151,0.718266253869969,0.5381818181818182,0.6073059360730593,0.7191011235955056,0.4999999999999998,0.3003533568904595,0.9166666666666669,0.3301587301587302,0.5738396624472575,0.7250000000000001,0.4516129032258064,0.6746987951807226,0.34134615384615374,29,13-2082.00,Real Estate Appraiser,Finance & Investment,70,64,52,64,62,86,66,66,68,60,Senior Real Estate Appraiser,Real Estate Valuation Director,Property Investment Advisor,Real Estate Firm CEO,Urban Development Analyst,Value homes and land—be the price-setter in the property game!
15-1212.00,Information Security Analysts,0.7446964155084125,0.4306451612903226,0.6480117820324007,0.6591129815474261,0.3068783068783068,0.4541304347826087,0.6242653232577667,0.422360248447205,0.6509433962264147,0.6151039766508574,0.5814938010281223,0.6024603431531238,0.0327779295274515,0.5226761016403989,0.7138211382113819,0.735702746365105,0.0533333333333333,0.842696629213483,0.3033333333333333,0.7383333333333334,0.435,0.1716666666666666,0.6286919831223627,0.7083333333333335,0.8266253869969044,0.5127272727272728,0.671232876712329,0.7359550561797752,0.6902654867256637,0.6431095406360426,0.7824074074074072,0.6603174603174603,0.628691983122363,0.565,0.5419354838709678,0.5863453815261044,0.5480769230769229,35,15-1212.00,Cybersecurity Analyst,Technology Development,84,80,86,80,68,94,80,58,76,52,Senior Cybersecurity Analyst,Chief Information Security Officer (CISO),Cybersecurity Consultant,Security Software Founder,IT Risk Director,Defend against hackers—be the digital shield in a tech war!
